Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Region,State,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
O02092,2025-07-11,C1094,Arun Verma,P4870,Smartwatch,Electronics,South,Andhra Pradesh,4,13770.09,0.0,55080.36,34943.29,20137.07,Cash
O02093,2025-01-25,C0035,Priya Reddy,P8699,Coffee Maker,Home & Kitchen,South,Karnataka,6,2663.74,0.2,12785.95,7978.59,4807.36,Debit Card
O02094,2026-05-16,C0294,Meena Patel,P9685,Laptop,Electronics,South,Karnataka,3,79528.32,0.05,226655.71,166766.17,59889.54,Credit Card
O02095,2025-05-30,C1041,Meena Patel,P7291,Jacket,Clothing,East,Jharkhand,4,3174.28,0.1,11427.41,8924.22,2503.19,Credit Card
O02096,2026-01-20,C0474,Sneha Sharma,P6547,Shoes,Clothing,North,Rajasthan,2,1942.36,0.05,3690.48,2564.09,1126.39,UPI
O02097,2026-06-24,C0269,Priya Rao,P6547,Shoes,Clothing,West,Madhya Pradesh,5,2841.25,0.15,12075.31,9644.72,2430.59,Credit Card
O02098,2025-09-17,C0643,Arun Rao,P3067,Cookware Set,Home & Kitchen,West,Maharashtra,7,2246.29,0.05,14937.83,11498.4,3439.43,Debit Card
O02099,2026-02-01,C0318,Vijay Rao,P3067,Cookware Set,Home & Kitchen,South,Kerala,2,4384.32,0.1,7891.78,4829.91,3061.87,UPI
O02100,2025-01-16,C0093,Ravi Kumar,P1600,Office Chair,Furniture,East,Odisha,3,15900.34,0.1,42930.92,30239.71,12691.21,UPI
O02101,2026-01-29,C0867,Meena Nair,P8566,Dress,Clothing,North,Haryana,1,2314.0,0.1,2082.6,1616.7,465.9,Net Banking
O02102,2025-01-15,C0937,Sneha Verma,P6993,Air Fryer,Home & Kitchen,South,Karnataka,1,3991.12,0.0,3991.12,3147.84,843.28,Credit Card
O02103,2026-02-11,C0814,Priya Das,P6547,Shoes,Clothing,South,Telangana,6,3667.39,0.1,19803.91,15603.11,4200.8,Credit Card
O02104,2026-03-08,C0323,Karthik Singh,P7291,Jacket,Clothing,East,Bihar,4,5629.0,0.1,20264.4,15444.33,4820.07,Cash
O02105,2025-07-15,C0704,Arun Patel,P9685,Laptop,Electronics,North,Punjab,2,79613.62,0.0,159227.24,112596.56,46630.68,Cash
O02106,2025-03-27,C1029,Priya Kumar,P7780,Vacuum Cleaner,Home & Kitchen,South,Kerala,5,5870.37,0.15,24949.07,19800.56,5148.51,Net Banking
O02107,2025-07-16,C0107,Arun Patel,P5533,Shampoo,Beauty,North,Punjab,2,1057.39,0.15,1797.56,1082.44,715.12,Net Banking
O02108,2026-03-01,C0794,Arun Sharma,P9007,Jeans,Clothing,East,Odisha,7,1667.1,0.15,9919.24,5921.73,3997.51,Cash
O02109,2025-04-21,C0072,Ananya Verma,P1796,Mouse,Electronics,North,Punjab,7,2891.6,0.15,17205.02,11770.8,5434.22,Debit Card
O02110,2025-08-10,C0256,Sneha Verma,P9007,Jeans,Clothing,East,Jharkhand,3,2915.25,0.0,8745.75,5645.71,3100.04,Credit Card
O02111,2025-08-11,C1003,Ananya Reddy,P4333,Desk,Furniture,North,Haryana,7,24333.0,0.05,161814.45,120256.03,41558.42,Cash
O02112,2026-03-13,C0489,Rahul Sharma,P7291,Jacket,Clothing,North,Haryana,6,3257.51,0.15,16613.3,9955.72,6657.58,Credit Card
O02113,2026-05-15,C0774,Arun Iyer,P1077,Skin Care Set,Beauty,West,Maharashtra,1,3466.36,0.1,3119.72,2119.65,1000.07,Credit Card
O02114,2025-06-15,C0165,Sneha Reddy,P0649,Sofa,Furniture,North,Delhi,2,25225.99,0.1,45406.78,29538.12,15868.66,Cash
O02115,2026-03-12,C0900,Ravi Iyer,P9667,Mixer Grinder,Home & Kitchen,North,Rajasthan,3,2721.32,0.05,7755.76,5381.6,2374.16,Net Banking
O02116,2026-02-23,C0666,Ananya Reddy,P5057,Headphones,Electronics,North,Delhi,6,1978.0,0.05,11274.6,8378.72,2895.88,Cash
O02117,2025-11-19,C0007,Arun Patel,P8566,Dress,Clothing,West,Maharashtra,3,3387.54,0.0,10162.62,6152.95,4009.67,Cash
O02118,2025-02-10,C0143,Karthik Kumar,P7291,Jacket,Clothing,South,Tamil Nadu,7,6939.7,0.1,43720.11,33329.97,10390.14,Debit Card
O02119,2025-05-10,C0635,Sneha Patel,P2376,Dining Table,Furniture,East,Odisha,3,21879.11,0.15,55791.73,35458.36,20333.37,Net Banking
O02120,2025-02-02,C0729,Arun Reddy,P1600,Office Chair,Furniture,South,Karnataka,3,9560.72,0.2,22945.73,14787.57,8158.16,Credit Card
O02121,2026-06-24,C0592,Divya Nair,P9007,Jeans,Clothing,North,Uttar Pradesh,4,1010.34,0.2,3233.09,2645.94,587.15,Net Banking
O02122,2025-06-30,C0933,Meena Sharma,P4636,Smartphone,Electronics,West,Maharashtra,5,35480.68,0.0,177403.4,126092.1,51311.3,Net Banking
O02123,2026-06-18,C0570,Rahul Reddy,P3067,Cookware Set,Home & Kitchen,North,Delhi,6,3542.6,0.15,18067.26,14658.14,3409.12,UPI
O02124,2025-08-11,C0911,Arun Das,P2376,Dining Table,Furniture,South,Telangana,6,27228.45,0.15,138865.1,113588.72,25276.38,Debit Card
O02125,2025-04-04,C1174,Rahul Patel,P6993,Air Fryer,Home & Kitchen,South,Andhra Pradesh,5,11048.97,0.05,52482.61,37577.3,14905.31,Cash
O02126,2025-08-09,C0727,Vijay Nair,P0649,Sofa,Furniture,West,Goa,4,26411.16,0.1,95080.18,72465.32,22614.86,Debit Card
O02127,2025-11-05,C0048,Priya Iyer,P9685,Laptop,Electronics,North,Delhi,3,61715.27,0.0,185145.81,115582.4,69563.41,Cash
O02128,2026-01-29,C1051,Vijay Iyer,P1600,Office Chair,Furniture,East,Odisha,3,4662.08,0.1,12587.62,8821.76,3765.86,Cash
O02129,2026-03-26,C0358,Sneha Reddy,P6266,Bookshelf,Furniture,North,Punjab,7,11511.0,0.05,76548.15,46043.19,30504.96,Debit Card
O02130,2025-01-30,C1197,Ananya Reddy,P3693,Keyboard,Electronics,West,Goa,3,3174.08,0.1,8570.02,5183.43,3386.59,Debit Card
O02131,2025-04-23,C0019,Divya Verma,P6547,Shoes,Clothing,East,Bihar,1,4391.03,0.05,4171.48,2577.17,1594.31,Net Banking
O02132,2025-10-22,C0302,Divya Das,P7087,Tablet,Electronics,North,Rajasthan,3,33625.55,0.1,90788.99,59369.29,31419.7,UPI
O02133,2026-03-22,C0931,Ananya Iyer,P3727,Monitor,Electronics,South,Kerala,4,24438.71,0.05,92867.1,67024.75,25842.35,Debit Card
O02134,2025-09-15,C0255,Sneha Iyer,P8699,Coffee Maker,Home & Kitchen,South,Tamil Nadu,5,8246.13,0.1,37107.58,25987.8,11119.78,Debit Card
O02135,2025-05-11,C0687,Meena Reddy,P6547,Shoes,Clothing,East,Jharkhand,5,2467.56,0.0,12337.8,9193.08,3144.72,UPI
O02136,2025-01-31,C1095,Rahul Nair,P0649,Sofa,Furniture,South,Andhra Pradesh,3,19395.84,0.1,52368.77,37793.28,14575.49,Credit Card
O02137,2025-12-01,C0753,Priya Sharma,P1101,T-Shirt,Clothing,North,Punjab,7,1309.68,0.0,9167.76,6589.76,2578.0,UPI
O02138,2026-05-30,C1009,Priya Iyer,P1796,Mouse,Electronics,West,Madhya Pradesh,1,1974.62,0.15,1678.43,1123.48,554.95,Net Banking
O02139,2025-12-21,C0091,Sneha Iyer,P6547,Shoes,Clothing,North,Uttar Pradesh,6,2147.66,0.1,11597.36,7975.23,3622.13,Cash
O02140,2026-04-05,C0114,Sneha Verma,P2376,Dining Table,Furniture,South,Telangana,5,18151.64,0.15,77144.47,52719.64,24424.83,Debit Card
O02141,2026-01-28,C0346,Ananya Iyer,P7087,Tablet,Electronics,North,Uttar Pradesh,7,38082.55,0.0,266577.85,158541.71,108036.14,Cash
O02142,2025-08-04,C0296,Meena Nair,P7087,Tablet,Electronics,North,Haryana,6,17376.99,0.0,104261.94,68724.96,35536.98,UPI
O02143,2026-05-12,C0642,Karthik Rao,P2376,Dining Table,Furniture,South,Kerala,2,14570.57,0.0,29141.14,22617.44,6523.7,Credit Card
O02144,2025-11-18,C0876,Vijay Reddy,P5057,Headphones,Electronics,South,Telangana,5,4172.04,0.1,18774.18,15277.58,3496.6,Debit Card
O02145,2026-05-09,C0369,Meena Nair,P8699,Coffee Maker,Home & Kitchen,West,Maharashtra,2,5240.43,0.05,9956.82,6797.18,3159.64,Credit Card
O02146,2025-03-30,C0229,Ananya Reddy,P3693,Keyboard,Electronics,West,Maharashtra,7,2798.23,0.0,19587.61,11554.54,8033.07,Cash
O02147,2025-03-31,C1098,Ravi Nair,P4636,Smartphone,Electronics,North,Delhi,6,38844.93,0.05,221416.1,139767.48,81648.62,Net Banking
O02148,2025-02-26,C0064,Divya Kumar,P7087,Tablet,Electronics,South,Tamil Nadu,3,21647.91,0.05,61696.54,38854.67,22841.87,Net Banking
O02149,2026-01-24,C1126,Ravi Rao,P5533,Shampoo,Beauty,East,Odisha,7,318.86,0.1,2008.82,1480.95,527.87,Cash
O02150,2026-05-24,C0021,Arun Kumar,P5057,Headphones,Electronics,East,Bihar,4,6125.53,0.15,20826.8,12164.67,8662.13,Net Banking
O02151,2025-02-02,C0798,Sneha Sharma,P3727,Monitor,Electronics,South,Tamil Nadu,5,23686.77,0.05,112512.16,77056.81,35455.35,Cash
O02152,2025-01-09,C0959,Karthik Das,P3727,Monitor,Electronics,South,Karnataka,4,9535.59,0.05,36235.24,22429.49,13805.75,UPI
O02153,2025-11-25,C0370,Karthik Reddy,P3727,Monitor,Electronics,South,Kerala,3,20171.35,0.05,57488.35,38667.04,18821.31,Debit Card
O02154,2025-04-28,C0930,Arun Das,P9007,Jeans,Clothing,South,Telangana,3,1064.97,0.1,2875.42,1710.39,1165.03,UPI
O02155,2025-05-15,C0255,Meena Nair,P3693,Keyboard,Electronics,East,Bihar,2,3785.15,0.1,6813.27,3964.19,2849.08,Net Banking
O02156,2026-05-21,C0137,Rahul Patel,P0899,Perfume,Beauty,North,Uttar Pradesh,7,4575.91,0.0,32031.37,19770.03,12261.34,Net Banking
O02157,2025-12-09,C0892,Sneha Reddy,P7291,Jacket,Clothing,North,Delhi,3,4029.12,0.05,11482.99,6660.69,4822.3,Cash
O02158,2025-01-27,C0293,Priya Verma,P8566,Dress,Clothing,North,Delhi,4,3239.33,0.1,11661.59,7731.3,3930.29,Debit Card
O02159,2026-03-14,C0266,Ravi Iyer,P4333,Desk,Furniture,North,Haryana,6,16948.04,0.05,96603.83,62012.38,34591.45,Debit Card
O02160,2026-06-01,C0121,Rahul Reddy,P3727,Monitor,Electronics,East,Odisha,5,22121.69,0.1,99547.6,61546.53,38001.07,Debit Card
O02161,2026-01-18,C0170,Ananya Iyer,P4636,Smartphone,Electronics,South,Kerala,7,52425.16,0.0,366976.12,236940.77,130035.35,Credit Card
O02162,2025-05-07,C0198,Priya Patel,P0899,Perfume,Beauty,South,Tamil Nadu,5,1395.69,0.05,6629.53,4979.18,1650.35,Credit Card
O02163,2025-05-02,C0169,Rahul Reddy,P0899,Perfume,Beauty,North,Uttar Pradesh,5,3248.91,0.1,14620.1,9645.13,4974.97,Debit Card
O02164,2026-04-29,C0126,Karthik Das,P4333,Desk,Furniture,North,Delhi,1,22659.51,0.2,18127.61,10683.56,7444.05,Debit Card
O02165,2025-05-16,C0121,Ravi Verma,P3727,Monitor,Electronics,South,Karnataka,1,18842.49,0.1,16958.24,13632.86,3325.38,Debit Card
O02166,2026-05-02,C1143,Sneha Verma,P0899,Perfume,Beauty,North,Haryana,7,1034.39,0.15,6154.62,5011.28,1143.34,Cash
O02167,2025-11-01,C0911,Priya Iyer,P6993,Air Fryer,Home & Kitchen,South,Kerala,5,7174.56,0.1,32285.52,22842.47,9443.05,Debit Card
O02168,2025-05-29,C1116,Sneha Singh,P5533,Shampoo,Beauty,South,Kerala,3,811.37,0.0,2434.11,1739.17,694.94,Debit Card
O02169,2025-12-11,C0870,Meena Sharma,P9007,Jeans,Clothing,South,Kerala,6,2420.43,0.0,14522.58,11226.91,3295.67,Debit Card
O02170,2026-02-16,C0191,Priya Verma,P0790,Face Cream,Beauty,North,Uttar Pradesh,7,509.72,0.0,3568.04,2404.62,1163.42,Net Banking
O02171,2025-11-03,C1150,Ravi Iyer,P4636,Smartphone,Electronics,East,Bihar,5,52108.27,0.05,247514.28,199086.98,48427.3,Debit Card
O02172,2025-05-26,C0857,Sneha Patel,P6547,Shoes,Clothing,South,Tamil Nadu,2,5437.6,0.05,10331.44,6659.92,3671.52,Debit Card
O02173,2025-02-04,C0811,Vijay Kumar,P8566,Dress,Clothing,East,Jharkhand,7,4635.41,0.05,30825.48,25186.12,5639.36,UPI
O02174,2026-02-17,C0615,Arun Reddy,P4870,Smartwatch,Electronics,South,Andhra Pradesh,5,9214.89,0.1,41467.0,28617.0,12850.0,UPI
O02175,2025-11-13,C0091,Meena Verma,P6266,Bookshelf,Furniture,South,Andhra Pradesh,7,5671.29,0.1,35729.13,23689.48,12039.65,Net Banking
O02176,2025-09-01,C0965,Karthik Reddy,P4333,Desk,Furniture,West,Gujarat,5,14547.23,0.1,65462.54,50573.06,14889.48,Net Banking
O02177,2025-04-01,C0161,Divya Sharma,P4870,Smartwatch,Electronics,South,Tamil Nadu,6,8890.22,0.1,48007.19,33486.58,14520.61,Credit Card
O02178,2025-08-08,C0906,Rahul Reddy,P8699,Coffee Maker,Home & Kitchen,West,Goa,5,6498.53,0.1,29243.38,20962.92,8280.46,Cash
O02179,2025-06-18,C0914,Vijay Singh,P4333,Desk,Furniture,East,Odisha,2,11192.88,0.1,20147.18,16271.48,3875.7,Cash
O02180,2025-07-19,C0948,Divya Das,P1101,T-Shirt,Clothing,South,Kerala,5,367.95,0.15,1563.79,947.78,616.01,Credit Card
O02181,2026-02-03,C0560,Ananya Nair,P1077,Skin Care Set,Beauty,East,West Bengal,4,3016.48,0.0,12065.92,7787.55,4278.37,Credit Card
O02182,2026-03-22,C0343,Meena Verma,P0790,Face Cream,Beauty,North,Uttar Pradesh,4,299.77,0.1,1079.17,715.8,363.37,Net Banking
O02183,2025-12-08,C0209,Ravi Verma,P6547,Shoes,Clothing,North,Punjab,5,4642.42,0.1,20890.89,13270.04,7620.85,Cash
O02184,2025-01-18,C0903,Meena Verma,P4333,Desk,Furniture,North,Haryana,3,20588.61,0.1,55589.25,44761.78,10827.47,UPI
O02185,2026-03-02,C0755,Sneha Verma,P1600,Office Chair,Furniture,West,Gujarat,1,9868.83,0.0,9868.83,7859.53,2009.3,Cash
O02186,2025-06-01,C1050,Vijay Patel,P1796,Mouse,Electronics,West,Goa,7,1050.85,0.1,6620.36,4315.32,2305.04,Debit Card
O02187,2026-01-10,C1041,Arun Patel,P1796,Mouse,Electronics,South,Kerala,3,2852.08,0.05,8128.43,6541.8,1586.63,UPI
O02188,2026-03-26,C0092,Ravi Sharma,P6993,Air Fryer,Home & Kitchen,West,Gujarat,3,4347.37,0.05,12390.0,7410.81,4979.19,UPI
O02189,2025-12-16,C1067,Vijay Verma,P7087,Tablet,Electronics,South,Kerala,5,13313.38,0.05,63238.55,40588.96,22649.59,Debit Card
O02190,2026-06-10,C0546,Ananya Rao,P1101,T-Shirt,Clothing,East,Odisha,1,1354.74,0.0,1354.74,932.03,422.71,Credit Card
O02191,2025-08-21,C1073,Divya Singh,P1600,Office Chair,Furniture,North,Rajasthan,3,9228.96,0.0,27686.88,20536.29,7150.59,Net Banking
O02192,2025-05-01,C0706,Sneha Verma,P0899,Perfume,Beauty,West,Madhya Pradesh,4,3465.3,0.1,12475.08,8345.44,4129.64,Cash
O02193,2026-05-24,C0341,Ananya Verma,P8699,Coffee Maker,Home & Kitchen,North,Rajasthan,7,9365.89,0.0,65561.23,42068.86,23492.37,Cash
O02194,2026-05-26,C0064,Ananya Rao,P1077,Skin Care Set,Beauty,South,Kerala,7,836.85,0.0,5857.95,3604.96,2252.99,UPI
O02195,2026-04-18,C0861,Rahul Verma,P3693,Keyboard,Electronics,West,Madhya Pradesh,6,1771.12,0.1,9564.05,7772.71,1791.34,Credit Card
O02196,2026-06-09,C0896,Rahul Reddy,P4636,Smartphone,Electronics,West,Madhya Pradesh,4,34665.57,0.2,110929.82,89813.22,21116.6,Debit Card
O02197,2026-02-20,C0776,Rahul Verma,P4333,Desk,Furniture,East,Jharkhand,5,23458.31,0.15,99697.82,74171.94,25525.88,UPI
O02198,2025-08-13,C0558,Meena Rao,P7780,Vacuum Cleaner,Home & Kitchen,East,Bihar,4,8347.68,0.15,28382.11,20300.1,8082.01,UPI
O02199,2025-09-20,C0905,Sneha Kumar,P4636,Smartphone,Electronics,North,Rajasthan,6,38727.22,0.1,209126.99,170802.65,38324.34,UPI
O02200,2025-12-30,C0075,Rahul Kumar,P0649,Sofa,Furniture,South,Karnataka,5,46776.47,0.15,198800.0,143756.27,55043.73,Credit Card
O02201,2026-01-31,C0421,Sneha Das,P1796,Mouse,Electronics,East,Jharkhand,6,1467.86,0.15,7486.09,4459.88,3026.21,Debit Card
O02202,2025-01-19,C0094,Vijay Das,P4870,Smartwatch,Electronics,North,Punjab,4,15674.76,0.0,62699.04,36995.56,25703.48,Credit Card
O02203,2025-02-27,C1047,Karthik Rao,P1796,Mouse,Electronics,North,Uttar Pradesh,2,516.79,0.1,930.22,725.91,204.31,Debit Card
O02204,2025-12-14,C1012,Ravi Das,P8566,Dress,Clothing,West,Goa,3,3279.64,0.05,9346.97,6583.08,2763.89,UPI
O02205,2025-09-08,C1022,Divya Patel,P2376,Dining Table,Furniture,North,Delhi,1,22351.49,0.1,20116.34,14756.24,5360.1,Debit Card
O02206,2025-02-28,C0784,Arun Verma,P8566,Dress,Clothing,North,Punjab,6,2673.92,0.15,13636.99,9755.04,3881.95,Cash
O02207,2025-12-23,C0858,Rahul Patel,P5057,Headphones,Electronics,South,Telangana,1,4471.27,0.05,4247.71,2652.42,1595.29,Net Banking
O02208,2026-05-06,C0527,Priya Kumar,P9667,Mixer Grinder,Home & Kitchen,East,West Bengal,6,8235.93,0.0,49415.58,40432.15,8983.43,Credit Card
O02209,2026-03-21,C0410,Priya Rao,P9685,Laptop,Electronics,West,Gujarat,1,84705.18,0.05,80469.92,48547.23,31922.69,Credit Card
O02210,2026-06-10,C0077,Karthik Reddy,P6547,Shoes,Clothing,East,West Bengal,2,2964.56,0.15,5039.75,2958.47,2081.28,UPI
O02211,2026-06-22,C0629,Meena Verma,P1796,Mouse,Electronics,East,Odisha,7,2955.42,0.1,18619.15,11700.04,6919.11,Debit Card
O02212,2025-12-12,C0149,Rahul Kumar,P0790,Face Cream,Beauty,East,Odisha,5,1697.06,0.1,7636.77,6135.96,1500.81,UPI
O02213,2026-03-19,C0898,Meena Rao,P4870,Smartwatch,Electronics,West,Maharashtra,6,9722.31,0.2,46667.09,36931.48,9735.61,UPI
O02214,2025-04-30,C0433,Vijay Iyer,P1600,Office Chair,Furniture,West,Goa,6,11606.48,0.05,66156.94,44474.93,21682.01,UPI
O02215,2026-02-12,C0618,Karthik Patel,P9667,Mixer Grinder,Home & Kitchen,North,Rajasthan,6,8557.86,0.0,51347.16,38205.43,13141.73,Cash
O02216,2025-12-01,C1164,Priya Reddy,P1796,Mouse,Electronics,West,Goa,2,2578.53,0.0,5157.06,3626.39,1530.67,Debit Card
O02217,2026-05-16,C0135,Vijay Sharma,P7050,Makeup Kit,Beauty,South,Telangana,6,2107.2,0.05,12011.04,7831.94,4179.1,Credit Card
O02218,2025-06-28,C1185,Rahul Verma,P1077,Skin Care Set,Beauty,West,Goa,7,5542.27,0.0,38795.89,25706.13,13089.76,Net Banking
O02219,2026-04-16,C0567,Karthik Das,P1600,Office Chair,Furniture,South,Telangana,3,14681.48,0.05,41842.22,26407.25,15434.97,UPI
O02220,2026-03-16,C0751,Karthik Reddy,P1796,Mouse,Electronics,East,Odisha,1,1881.64,0.1,1693.48,1024.52,668.96,Cash
O02221,2026-05-24,C0606,Meena Das,P3067,Cookware Set,Home & Kitchen,South,Karnataka,2,3490.86,0.15,5934.46,3568.44,2366.02,Net Banking
O02222,2026-06-06,C0551,Vijay Kumar,P7291,Jacket,Clothing,West,Goa,1,2139.49,0.1,1925.54,1245.62,679.92,Debit Card
O02223,2026-06-23,C0316,Rahul Reddy,P6266,Bookshelf,Furniture,East,West Bengal,7,6378.79,0.05,42418.95,25649.4,16769.55,Debit Card
O02224,2025-05-25,C0846,Sneha Das,P0899,Perfume,Beauty,South,Kerala,5,3693.74,0.05,17545.26,13632.95,3912.31,UPI
O02225,2026-05-13,C0936,Meena Rao,P0649,Sofa,Furniture,South,Tamil Nadu,7,19234.56,0.05,127909.82,89651.73,38258.09,UPI
O02226,2025-12-18,C0388,Meena Singh,P4870,Smartwatch,Electronics,East,West Bengal,6,7646.12,0.0,45876.72,35584.43,10292.29,Debit Card
O02227,2025-02-05,C0039,Rahul Reddy,P1101,T-Shirt,Clothing,North,Delhi,7,1753.62,0.0,12275.34,8148.0,4127.34,Credit Card
O02228,2025-12-10,C0606,Divya Das,P1796,Mouse,Electronics,West,Maharashtra,1,550.11,0.05,522.6,426.19,96.41,UPI
O02229,2025-02-23,C0119,Arun Iyer,P5057,Headphones,Electronics,South,Tamil Nadu,2,4839.79,0.1,8711.62,5275.65,3435.97,UPI
O02230,2025-12-12,C0003,Priya Nair,P7780,Vacuum Cleaner,Home & Kitchen,West,Madhya Pradesh,3,6708.4,0.05,19118.94,13699.7,5419.24,Credit Card
O02231,2026-01-27,C0570,Meena Sharma,P2376,Dining Table,Furniture,West,Maharashtra,4,20028.12,0.1,72101.23,54188.01,17913.22,UPI
O02232,2025-06-07,C0545,Karthik Nair,P3693,Keyboard,Electronics,South,Kerala,3,1275.85,0.15,3253.42,2178.85,1074.57,Cash
O02233,2025-11-12,C1101,Sneha Reddy,P4870,Smartwatch,Electronics,East,Bihar,3,7290.98,0.1,19685.65,14057.35,5628.3,UPI
O02234,2025-10-08,C0974,Meena Nair,P8566,Dress,Clothing,East,Bihar,6,4484.79,0.0,26908.74,16082.25,10826.49,UPI
O02235,2025-03-14,C0475,Meena Patel,P8566,Dress,Clothing,East,Jharkhand,5,4707.49,0.0,23537.45,18806.28,4731.17,Net Banking
O02236,2025-04-05,C0122,Meena Das,P1077,Skin Care Set,Beauty,North,Uttar Pradesh,6,4551.72,0.0,27310.32,19954.97,7355.35,UPI
O02237,2025-12-23,C0125,Vijay Patel,P0790,Face Cream,Beauty,West,Madhya Pradesh,4,448.75,0.0,1795.0,1045.5,749.5,Cash
O02238,2025-06-23,C1174,Ravi Patel,P6993,Air Fryer,Home & Kitchen,South,Tamil Nadu,4,7675.49,0.1,27631.76,17930.07,9701.69,Credit Card
O02239,2026-06-09,C0684,Meena Rao,P2376,Dining Table,Furniture,South,Tamil Nadu,5,24413.42,0.05,115963.74,83177.27,32786.47,Cash
O02240,2025-04-30,C0595,Meena Rao,P8699,Coffee Maker,Home & Kitchen,West,Gujarat,1,7031.44,0.2,5625.15,3941.28,1683.87,UPI
O02241,2026-05-29,C0716,Arun Verma,P6547,Shoes,Clothing,South,Tamil Nadu,3,5560.82,0.1,15014.21,10357.47,4656.74,Credit Card
O02242,2025-03-01,C0042,Divya Das,P6993,Air Fryer,Home & Kitchen,North,Haryana,6,5950.22,0.05,33916.25,26056.86,7859.39,Credit Card
O02243,2025-05-15,C0983,Ananya Rao,P5533,Shampoo,Beauty,South,Tamil Nadu,7,356.1,0.0,2492.7,1685.58,807.12,Cash
O02244,2025-07-04,C0039,Divya Das,P9007,Jeans,Clothing,North,Haryana,5,1124.66,0.15,4779.8,3129.32,1650.48,Net Banking
O02245,2025-10-07,C0248,Ravi Sharma,P7780,Vacuum Cleaner,Home & Kitchen,West,Gujarat,3,10453.78,0.0,31361.34,20339.63,11021.71,Net Banking
O02246,2025-03-03,C0468,Vijay Iyer,P1077,Skin Care Set,Beauty,South,Karnataka,3,4698.68,0.2,11276.83,7133.99,4142.84,Cash
O02247,2025-07-21,C0931,Karthik Patel,P9667,Mixer Grinder,Home & Kitchen,North,Haryana,7,6156.06,0.15,36628.56,24370.74,12257.82,Debit Card
O02248,2025-03-18,C0055,Ravi Verma,P1077,Skin Care Set,Beauty,North,Delhi,7,4154.13,0.15,24717.07,19949.36,4767.71,Cash
O02249,2026-04-08,C0496,Meena Das,P1101,T-Shirt,Clothing,East,Bihar,2,1247.32,0.2,1995.71,1597.0,398.71,UPI
O02250,2025-09-17,C0536,Priya Das,P9667,Mixer Grinder,Home & Kitchen,South,Andhra Pradesh,5,6187.3,0.0,30936.5,21602.45,9334.05,Debit Card
O02251,2025-08-24,C0132,Divya Iyer,P0899,Perfume,Beauty,East,Odisha,6,3111.9,0.1,16804.26,10201.73,6602.53,Debit Card
O02252,2025-07-07,C0938,Divya Singh,P4333,Desk,Furniture,North,Haryana,6,22197.5,0.0,133185.0,83318.35,49866.65,Debit Card
O02253,2026-06-20,C0896,Sneha Iyer,P5533,Shampoo,Beauty,South,Kerala,4,738.55,0.15,2511.07,1893.44,617.63,Net Banking
O02254,2025-09-04,C1029,Ananya Kumar,P9685,Laptop,Electronics,South,Tamil Nadu,2,83699.05,0.0,167398.1,110456.71,56941.39,Cash
O02255,2025-05-15,C0603,Divya Rao,P8566,Dress,Clothing,West,Goa,4,4374.5,0.05,16623.1,12773.41,3849.69,Cash
O02256,2026-01-27,C0372,Ravi Kumar,P1077,Skin Care Set,Beauty,West,Goa,3,5531.33,0.2,13275.19,8423.63,4851.56,UPI
O02257,2026-06-12,C0698,Ravi Kumar,P3727,Monitor,Electronics,South,Karnataka,6,21169.66,0.0,127017.96,89706.49,37311.47,Debit Card
O02258,2025-09-17,C0750,Meena Iyer,P1600,Office Chair,Furniture,West,Maharashtra,7,12683.54,0.0,88784.78,53788.85,34995.93,Net Banking
O02259,2025-08-19,C0973,Ananya Iyer,P0790,Face Cream,Beauty,South,Kerala,1,1400.38,0.05,1330.36,875.97,454.39,Net Banking
O02260,2026-06-25,C0931,Arun Singh,P3727,Monitor,Electronics,North,Haryana,3,22045.07,0.05,62828.45,47521.26,15307.19,Net Banking
O02261,2026-01-15,C0310,Meena Kumar,P3067,Cookware Set,Home & Kitchen,South,Telangana,2,2196.85,0.05,4174.01,2507.25,1666.76,Credit Card
O02262,2025-07-10,C0012,Divya Verma,P9007,Jeans,Clothing,South,Tamil Nadu,6,1028.32,0.1,5552.93,3923.85,1629.08,Cash
O02263,2026-01-01,C0657,Arun Verma,P1796,Mouse,Electronics,South,Karnataka,7,843.19,0.0,5902.33,4306.04,1596.29,Debit Card
O02264,2025-03-23,C0749,Ananya Reddy,P0649,Sofa,Furniture,North,Uttar Pradesh,5,37148.57,0.2,148594.28,111337.23,37257.05,Net Banking
O02265,2025-11-13,C0388,Rahul Rao,P9685,Laptop,Electronics,North,Punjab,4,78376.58,0.1,282155.69,177584.54,104571.15,Credit Card
O02266,2025-03-15,C0175,Arun Nair,P7780,Vacuum Cleaner,Home & Kitchen,South,Kerala,1,6604.76,0.0,6604.76,4297.94,2306.82,Net Banking
O02267,2026-01-11,C0592,Rahul Sharma,P8566,Dress,Clothing,South,Kerala,3,3305.48,0.0,9916.44,6053.65,3862.79,UPI
O02268,2026-03-15,C0759,Karthik Nair,P0899,Perfume,Beauty,North,Uttar Pradesh,4,903.08,0.0,3612.32,2147.91,1464.41,Net Banking
O02269,2025-10-27,C0141,Arun Patel,P4870,Smartwatch,Electronics,East,Bihar,3,9200.12,0.1,24840.32,15955.09,8885.23,Debit Card
O02270,2026-05-11,C0926,Sneha Reddy,P3067,Cookware Set,Home & Kitchen,South,Karnataka,7,3220.76,0.05,21418.05,15912.39,5505.66,Cash
